ID,First Name,Last Name,Email,Price,Quantity,Total Spend
24745,Ann,Lee,Ann.Lee.3482@gmail.com,71.2,82,5838.4
751105,Ann,Peterson,Ann.Peterson.9077@gmail.com,19.26,76,1463.76
67358,Ann,Williams,Ann.Williams.7536@gmail.com,45.94,56,2572.64
32916,Sam,Williams,Sam.Williams.7288@gmail.com,82.36,13,1070.68
71638,Matt,Lee,Matt.Lee.2499@gmail.com,22.21,17,377.57
70380,Sam,Lee,Sam.Lee.2520@gmail.com,60.18,8,481.44
48628,Ann,Peterson,Ann.Peterson.2123@gmail.com,55.15,4,220.6
33561,Matt,Chen,Matt.Chen.4690@gmail.com,76.24,62,4726.88
210795,George,Lee,George.Lee.8068@gmail.com,88.31,28,2472.68
67739,Sam,Williams,Sam.Williams.6870@gmail.com,95.78,3,287.34
42987,Jennifer,Chen,Jennifer.Chen.9251@gmail.com,63.03,10,630.3
24980,George,Williams,George.Williams.4983@gmail.com,89.82,76,6826.32
76921,Matt,Chen,Matt.Chen.8010@gmail.com,59.62,23,1371.26
44161,Jennifer,Peterson,Jennifer.Peterson.3146@gmail.com,86.7,91,7889.7
68295,Matt,Chen,Matt.Chen.8815@gmail.com,66.44,40,2657.6
8151010,Jennifer,Williams,Jennifer.Williams.3906@gmail.com,3.44,23,79.12
107588,George,Peterson,George.Peterson.6145@gmail.com,9.54,62,591.48
48862,Matt,Jackson,Matt.Jackson.843@gmail.com,40.73,37,1507.01
59849,Matt,Peterson,Matt.Peterson.8057@gmail.com,66.39,6,398.34
74183,Sam,Peterson,Sam.Peterson.3016@gmail.com,85.78,95,8149.1
22263,George,Lee,George.Lee.7396@gmail.com,42.6,60,2556
36453,Matt,Williams,Matt.Williams.2912@gmail.com,76.72,7,537.04
89142,Ann,Lee,Ann.Lee.3254@gmail.com,49.23,19,935.37
82636,Jennifer,Peterson,Jennifer.Peterson.4112@gmail.com,8.1,32,259.2
03064,Ann,Williams,Ann.Williams.4123@gmail.com,45.8,63,2885.4
77557,Jennifer,Peterson,Jennifer.Peterson.2956@gmail.com,88.07,91,8014.37
66476,Jennifer,Williams,Jennifer.Williams.4268@gmail.com,93.71,86,8059.06
610693,George,Peterson,George.Peterson.2353@gmail.com,82.86,63,5220.18
37769,George,Jackson,George.Jackson.6910@gmail.com,88.69,11,975.59
91226,George,Williams,George.Williams.7186@gmail.com,32.74,30,982.2
50256,George,Chen,George.Chen.1984@gmail.com,35.82,92,3295.44
54793,Matt,Lee,Matt.Lee.6493@gmail.com,55.66,91,5065.06
041038,George,Jackson,George.Jackson.6594@gmail.com,25.54,57,1455.78
27677,Sam,Peterson,Sam.Peterson.9593@gmail.com,97.57,4,390.28
19647,George,Jackson,George.Jackson.7692@gmail.com,93.85,40,3754
59061,George,Jackson,George.Jackson.3984@gmail.com,8.38,32,268.16
751018,Matt,Williams,Matt.Williams.1392@gmail.com,27.38,35,958.3
62914,Sam,Peterson,Sam.Peterson.4493@gmail.com,48.91,10,489.1
810193,George,Jackson,George.Jackson.1054@gmail.com,43.41,74,3212.34
68652,Jennifer,Williams,Jennifer.Williams.2639@gmail.com,60.54,53,3208.62
75316,Ann,Lee,Ann.Lee.6391@gmail.com,58.46,41,2396.86
76068,Matt,Peterson,Matt.Peterson.8505@gmail.com,86.88,44,3822.72
002105,Ann,Williams,Ann.Williams.8851@gmail.com,76.89,70,5382.3
6651010,Jennifer,Chen,Jennifer.Chen.4456@gmail.com,4.34,5,21.7
26431,Jennifer,Chen,Jennifer.Chen.6985@gmail.com,74.71,13,971.23
310119,George,Lee,George.Lee.179@gmail.com,62.75,83,5208.25
569101,George,Williams,George.Williams.1179@gmail.com,24.95,20,499
70343,Ann,Peterson,Ann.Peterson.906@gmail.com,35.94,39,1401.66
688104,George,Williams,George.Williams.1920@gmail.com,4.17,50,208.5
103510,George,Peterson,George.Peterson.3065@gmail.com,24.3,73,1773.9
75406,Ann,Lee,Ann.Lee.1949@gmail.com,8.65,85,735.25
412105,Ann,Peterson,Ann.Peterson.8962@gmail.com,40.11,26,1042.86
39489,Sam,Peterson,Sam.Peterson.381@gmail.com,48.25,99,4776.75
617110,Jennifer,Peterson,Jennifer.Peterson.5062@gmail.com,75.74,91,6892.34
991087,Jennifer,Peterson,Jennifer.Peterson.4134@gmail.com,47.94,70,3355.8
93247,George,Chen,George.Chen.7984@gmail.com,27.54,67,1845.18
57380,Jennifer,Lee,Jennifer.Lee.8234@gmail.com,71.76,3,215.28
106408,Jennifer,Peterson,Jennifer.Peterson.9123@gmail.com,34.36,50,1718
78561,Jennifer,Lee,Jennifer.Lee.8514@gmail.com,75.24,42,3160.08
14879,Jennifer,Peterson,Jennifer.Peterson.5742@gmail.com,58.17,63,3664.71
23552,Sam,Jackson,Sam.Jackson.8697@gmail.com,80.8,13,1050.4
12815,Matt,Lee,Matt.Lee.2911@gmail.com,5.4,73,394.2
54028,Sam,Lee,Sam.Lee.5063@gmail.com,64,2,128
681061,Sam,Williams,Sam.Williams.5061@gmail.com,3.86,46,177.56
465810,Jennifer,Peterson,Jennifer.Peterson.6314@gmail.com,42.66,29,1237.14
101458,Sam,Chen,Sam.Chen.1137@gmail.com,21.96,23,505.08
53983,Jennifer,Jackson,Jennifer.Jackson.666@gmail.com,94.7,24,2272.8
72957,Jennifer,Jackson,Jennifer.Jackson.570@gmail.com,56.24,76,4274.24
82631,George,Lee,George.Lee.9162@gmail.com,79.52,86,6838.72
91648,George,Chen,George.Chen.2764@gmail.com,7.38,58,428.04
01485,Ann,Lee,Ann.Lee.3664@gmail.com,79.49,86,6836.14
76122,Matt,Jackson,Matt.Jackson.7176@gmail.com,9.34,18,168.12
35367,Jennifer,Lee,Jennifer.Lee.886@gmail.com,0.57,50,28.5
51652,Jennifer,Jackson,Jennifer.Jackson.5126@gmail.com,63.04,82,5169.28
71085,George,Jackson,George.Jackson.3881@gmail.com,35.44,46,1630.24
283610,Matt,Peterson,Matt.Peterson.7605@gmail.com,55.83,12,669.96
772910,Jennifer,Lee,Jennifer.Lee.7907@gmail.com,38.08,93,3541.44
328710,Ann,Williams,Ann.Williams.8353@gmail.com,67.35,98,6600.3
110990,Ann,Peterson,Ann.Peterson.3077@gmail.com,65.46,28,1832.88
494103,Ann,Williams,Ann.Williams.6397@gmail.com,17.44,25,436
110483,Sam,Lee,Sam.Lee.6359@gmail.com,89.45,92,8229.4
63774,Ann,Williams,Ann.Williams.2436@gmail.com,48.27,19,917.13
82614,Matt,Peterson,Matt.Peterson.3345@gmail.com,4.69,91,426.79
38757,Ann,Peterson,Ann.Peterson.2265@gmail.com,93.16,60,5589.6
107987,Matt,Lee,Matt.Lee.7676@gmail.com,20.12,74,1488.88
821041,Jennifer,Chen,Jennifer.Chen.3917@gmail.com,76.08,61,4640.88
225210,Matt,Jackson,Matt.Jackson.5359@gmail.com,66.83,53,3541.99
710104,Ann,Jackson,Ann.Jackson.419@gmail.com,54.94,78,4285.32
42384,Jennifer,Lee,Jennifer.Lee.3903@gmail.com,51.49,41,2111.09
72087,Sam,Williams,Sam.Williams.5095@gmail.com,56.63,78,4417.14
11465,Ann,Peterson,Ann.Peterson.684@gmail.com,78.12,29,2265.48
751024,Ann,Lee,Ann.Lee.7364@gmail.com,7.13,20,142.6
710954,Jennifer,Peterson,Jennifer.Peterson.7009@gmail.com,57.88,24,1389.12
670110,Ann,Williams,Ann.Williams.1877@gmail.com,9.38,0,0
810345,George,Lee,George.Lee.8732@gmail.com,88.18,31,2733.58
75255,George,Jackson,George.Jackson.4827@gmail.com,12.2,42,512.4
47962,Matt,Jackson,Matt.Jackson.2767@gmail.com,54.4,9,489.6
71909,Jennifer,Williams,Jennifer.Williams.2411@gmail.com,71.13,41,2916.33
211036,George,Jackson,George.Jackson.6391@gmail.com,8.21,89,730.69
93735,Matt,Lee,Matt.Lee.2318@gmail.com,58.02,84,4873.68
77201,Jennifer,Jackson,Jennifer.Jackson.8873@gmail.com,77.09,80,6167.2
15286,Matt,Lee,Matt.Lee.6737@gmail.com,43.24,95,4107.8
80671,George,Lee,George.Lee.2529@gmail.com,64.12,93,5963.16
781055,George,Jackson,George.Jackson.958@gmail.com,18.24,91,1659.84
50943,Sam,Williams,Sam.Williams.8607@gmail.com,82.5,26,2145
42160,Sam,Jackson,Sam.Jackson.1878@gmail.com,28.69,13,372.97
89335,Matt,Lee,Matt.Lee.467@gmail.com,56.09,37,2075.33
110759,Jennifer,Peterson,Jennifer.Peterson.7137@gmail.com,42,65,2730
68908,Matt,Jackson,Matt.Jackson.6133@gmail.com,92.24,89,8209.36
30387,Sam,Williams,Sam.Williams.750@gmail.com,45.44,87,3953.28
66117,Matt,Peterson,Matt.Peterson.628@gmail.com,16.22,98,1589.56
65733,Sam,Peterson,Sam.Peterson.6682@gmail.com,99.8,76,7584.8
32291,Matt,Peterson,Matt.Peterson.7645@gmail.com,58.34,43,2508.62
210789,Matt,Jackson,Matt.Jackson.353@gmail.com,17.49,49,857.01
02754,Sam,Lee,Sam.Lee.337@gmail.com,93.09,96,8936.64
86237,Jennifer,Jackson,Jennifer.Jackson.8198@gmail.com,88.29,13,1147.77
66386,Sam,Peterson,Sam.Peterson.8308@gmail.com,69.92,46,3216.32
45535,Jennifer,Jackson,Jennifer.Jackson.11@gmail.com,46.81,60,2808.6
89572,Jennifer,Peterson,Jennifer.Peterson.1140@gmail.com,16.99,80,1359.2
45466,Matt,Williams,Matt.Williams.6067@gmail.com,22.88,29,663.52
77092,Jennifer,Lee,Jennifer.Lee.5676@gmail.com,28.43,66,1876.38
28471,Matt,Jackson,Matt.Jackson.6108@gmail.com,12.07,42,506.94
91925,Ann,Chen,Ann.Chen.377@gmail.com,5.01,2,10.02
23791,Ann,Chen,Ann.Chen.5405@gmail.com,93.32,65,6065.8
50530,Matt,Chen,Matt.Chen.935@gmail.com,42.86,5,214.3
66218,Matt,Peterson,Matt.Peterson.6401@gmail.com,85.02,97,8246.94
67351,George,Williams,George.Williams.9998@gmail.com,11.34,25,283.5
28619,Matt,Chen,Matt.Chen.2090@gmail.com,39.44,94,3707.36
56593,Matt,Williams,Matt.Williams.843@gmail.com,81.62,80,6529.6
310079,Jennifer,Williams,Jennifer.Williams.8244@gmail.com,65.9,19,1252.1
810311,Jennifer,Williams,Jennifer.Williams.7319@gmail.com,41.03,89,3651.67
010133,Matt,Jackson,Matt.Jackson.9336@gmail.com,69.47,96,6669.12
35128,George,Jackson,George.Jackson.7391@gmail.com,18.07,3,54.21
318210,Matt,Chen,Matt.Chen.1293@gmail.com,50.53,23,1162.19
681053,Matt,Peterson,Matt.Peterson.1593@gmail.com,93.82,57,5347.74
541059,Jennifer,Chen,Jennifer.Chen.3941@gmail.com,28.33,58,1643.14
24968,Jennifer,Williams,Jennifer.Williams.1571@gmail.com,33.66,43,1447.38
191047,Ann,Williams,Ann.Williams.2065@gmail.com,7.26,53,384.78
86572,Sam,Williams,Sam.Williams.6551@gmail.com,97.57,16,1561.12
84866,George,Williams,George.Williams.9087@gmail.com,16.02,30,480.6
15146,George,Peterson,George.Peterson.307@gmail.com,6.6,66,435.6
79659,Jennifer,Peterson,Jennifer.Peterson.9423@gmail.com,84.9,65,5518.5
19927,Ann,Lee,Ann.Lee.5493@gmail.com,27.68,9,249.12
45434,Jennifer,Williams,Jennifer.Williams.7729@gmail.com,30.42,67,2038.14
66559,Jennifer,Williams,Jennifer.Williams.4668@gmail.com,16.75,53,887.75
96534,Sam,Lee,Sam.Lee.6295@gmail.com,27.89,30,836.7
46151,George,Lee,George.Lee.7067@gmail.com,71.97,88,6333.36
68921,Sam,Jackson,Sam.Jackson.9468@gmail.com,42.78,27,1155.06
18724,Matt,Lee,Matt.Lee.769@gmail.com,38.52,26,1001.52
49913,Ann,Peterson,Ann.Peterson.2435@gmail.com,87.74,74,6492.76
71181,Ann,Chen,Ann.Chen.3796@gmail.com,68.39,23,1572.97
35177,George,Lee,George.Lee.6153@gmail.com,39.83,45,1792.35
18939,Matt,Williams,Matt.Williams.1506@gmail.com,8.17,52,424.84
513710,Ann,Peterson,Ann.Peterson.1033@gmail.com,10.21,28,285.88
83955,Jennifer,Lee,Jennifer.Lee.2103@gmail.com,71.99,73,5255.27
107550,George,Williams,George.Williams.9085@gmail.com,80.11,6,480.66
91532,George,Jackson,George.Jackson.4549@gmail.com,79.86,70,5590.2
510415,George,Peterson,George.Peterson.6886@gmail.com,77.58,98,7602.84
438210,Ann,Peterson,Ann.Peterson.9918@gmail.com,2.71,4,10.84
39308,Sam,Williams,Sam.Williams.2353@gmail.com,59.13,3,177.39
17804,George,Chen,George.Chen.7987@gmail.com,5.36,19,101.84
77256,Sam,Williams,Sam.Williams.381@gmail.com,84.13,69,5804.97
181104,Matt,Peterson,Matt.Peterson.1160@gmail.com,68.12,86,5858.32
29759,Matt,Peterson,Matt.Peterson.9047@gmail.com,8.17,1,8.17
52999,George,Williams,George.Williams.9285@gmail.com,86.26,85,7332.1
18715,Ann,Lee,Ann.Lee.2273@gmail.com,28.21,83,2341.43
181056,George,Chen,George.Chen.1746@gmail.com,6.12,77,471.24
55169,Jennifer,Lee,Jennifer.Lee.9689@gmail.com,99.13,73,7236.49
19275,George,Peterson,George.Peterson.1676@gmail.com,0.75,54,40.5
49264,Ann,Williams,Ann.Williams.4570@gmail.com,99.91,67,6693.97
54748,Sam,Jackson,Sam.Jackson.5960@gmail.com,88.88,16,1422.08
86045,Matt,Jackson,Matt.Jackson.8178@gmail.com,85.94,71,6101.74
70132,George,Peterson,George.Peterson.619@gmail.com,10.26,64,656.64
10868,George,Williams,George.Williams.3063@gmail.com,54.41,81,4407.21
94647,Jennifer,Peterson,Jennifer.Peterson.1316@gmail.com,76.58,95,7275.1
24625,Ann,Jackson,Ann.Jackson.4241@gmail.com,67.26,71,4775.46
48527,Sam,Jackson,Sam.Jackson.6930@gmail.com,73.01,54,3942.54
41334,Sam,Williams,Sam.Williams.2193@gmail.com,49.46,35,1731.1
765810,Jennifer,Lee,Jennifer.Lee.362@gmail.com,6.88,76,522.88
89555,George,Peterson,George.Peterson.8046@gmail.com,27.69,75,2076.75
01743,George,Jackson,George.Jackson.6600@gmail.com,84.32,29,2445.28
19576,Matt,Chen,Matt.Chen.5307@gmail.com,21.11,21,443.31
710119,Jennifer,Jackson,Jennifer.Jackson.7933@gmail.com,9.21,97,893.37
48379,George,Chen,George.Chen.391@gmail.com,31.18,7,218.26
28272,Sam,Peterson,Sam.Peterson.2568@gmail.com,3.01,33,99.33
33000,George,Jackson,George.Jackson.8127@gmail.com,77.17,30,2315.1
871040,Matt,Jackson,Matt.Jackson.5020@gmail.com,66.17,93,6153.81
71336,George,Lee,George.Lee.4554@gmail.com,10.44,97,1012.68
47199,George,Lee,George.Lee.9420@gmail.com,73.97,46,3402.62
451037,George,Williams,George.Williams.8923@gmail.com,24.13,39,941.07
93169,Matt,Jackson,Matt.Jackson.6582@gmail.com,62.89,58,3647.62
510226,Jennifer,Lee,Jennifer.Lee.3029@gmail.com,79.09,14,1107.26
25127,Jennifer,Lee,Jennifer.Lee.582@gmail.com,42.52,12,510.24
71070,Jennifer,Chen,Jennifer.Chen.8261@gmail.com,90.06,95,8555.7
75876,George,Lee,George.Lee.7045@gmail.com,15.35,10,153.5
53478,Jennifer,Lee,Jennifer.Lee.2438@gmail.com,21.01,17,357.17
65147,Jennifer,Williams,Jennifer.Williams.342@gmail.com,12.14,87,1056.18
60038,Sam,Peterson,Sam.Peterson.1748@gmail.com,79.62,82,6528.84
13549,Sam,Williams,Sam.Williams.8139@gmail.com,62.06,71,4406.26
94079,Sam,Peterson,Sam.Peterson.4972@gmail.com,87.41,95,8303.95
91495,Sam,Williams,Sam.Williams.2481@gmail.com,54.51,36,1962.36
74766,Ann,Chen,Ann.Chen.4377@gmail.com,38.47,41,1577.27
119102,Jennifer,Chen,Jennifer.Chen.1311@gmail.com,72.92,33,2406.36
637310,George,Williams,George.Williams.2867@gmail.com,37.06,26,963.56
15459,Ann,Jackson,Ann.Jackson.3306@gmail.com,46.88,24,1125.12
73096,Jennifer,Lee,Jennifer.Lee.6132@gmail.com,68.6,72,4939.2
72365,George,Lee,George.Lee.5695@gmail.com,9.31,39,363.09
16825,Jennifer,Peterson,Jennifer.Peterson.1574@gmail.com,42.06,56,2355.36
46365,Sam,Jackson,Sam.Jackson.3267@gmail.com,69.52,47,3267.44
53298,Ann,Chen,Ann.Chen.9192@gmail.com,85.3,13,1108.9
05666,Sam,Williams,Sam.Williams.6057@gmail.com,13.7,75,1027.5
56579,Sam,Chen,Sam.Chen.8641@gmail.com,36.96,38,1404.48
30294,Sam,Chen,Sam.Chen.2434@gmail.com,4.73,75,354.75
72956,Jennifer,Lee,Jennifer.Lee.9964@gmail.com,87.73,41,3596.93
09649,George,Williams,George.Williams.8166@gmail.com,62.57,81,5068.17
16276,Ann,Lee,Ann.Lee.2925@gmail.com,36.97,53,1959.41
04954,Matt,Lee,Matt.Lee.8869@gmail.com,15.57,85,1323.45
210661,Matt,Lee,Matt.Lee.5178@gmail.com,37.12,75,2784
18544,Jennifer,Williams,Jennifer.Williams.9109@gmail.com,75.18,23,1729.14
94287,Sam,Williams,Sam.Williams.2710@gmail.com,18.68,73,1363.64
20974,Ann,Williams,Ann.Williams.6154@gmail.com,0.15,89,13.35
00973,George,Jackson,George.Jackson.7988@gmail.com,41.93,11,461.23
02079,Matt,Jackson,Matt.Jackson.1486@gmail.com,10.87,74,804.38
55701,Sam,Lee,Sam.Lee.8708@gmail.com,6.41,82,525.62
57368,Ann,Peterson,Ann.Peterson.418@gmail.com,35.17,73,2567.41
063107,Jennifer,Jackson,Jennifer.Jackson.5481@gmail.com,89.09,3,267.27
28711,Matt,Chen,Matt.Chen.7846@gmail.com,48.59,98,4761.82
103284,Matt,Chen,Matt.Chen.6419@gmail.com,3.63,2,7.26
67195,Ann,Williams,Ann.Williams.831@gmail.com,45.36,45,2041.2
28834,Matt,Lee,Matt.Lee.5080@gmail.com,27.08,40,1083.2
104860,Matt,Williams,Matt.Williams.7718@gmail.com,65.38,88,5753.44
81519,Ann,Williams,Ann.Williams.6047@gmail.com,83.35,59,4917.65
77942,Sam,Williams,Sam.Williams.1602@gmail.com,86.43,42,3630.06
24229,Jennifer,Williams,Jennifer.Williams.6939@gmail.com,40.52,96,3889.92
86101010,Sam,Jackson,Sam.Jackson.2491@gmail.com,78.39,51,3997.89
92306,Jennifer,Williams,Jennifer.Williams.3171@gmail.com,55.08,14,771.12
38357,Matt,Jackson,Matt.Jackson.4397@gmail.com,97.71,97,9477.87
11941,Jennifer,Jackson,Jennifer.Jackson.7019@gmail.com,38.21,51,1948.71
864100,Matt,Lee,Matt.Lee.6295@gmail.com,46.87,74,3468.38
16392,Matt,Peterson,Matt.Peterson.9756@gmail.com,86.24,6,517.44
85218,Jennifer,Lee,Jennifer.Lee.4431@gmail.com,72.76,28,2037.28
30331,Sam,Jackson,Sam.Jackson.7374@gmail.com,36.07,12,432.84
51220,Sam,Jackson,Sam.Jackson.6605@gmail.com,47.33,78,3691.74
46446,Sam,Williams,Sam.Williams.9720@gmail.com,12.31,45,553.95
851069,George,Jackson,George.Jackson.3469@gmail.com,0.32,48,15.36
49742,Matt,Chen,Matt.Chen.8185@gmail.com,79.99,87,6959.13
674510,Matt,Chen,Matt.Chen.2456@gmail.com,50.29,2,100.58
279510,Jennifer,Jackson,Jennifer.Jackson.2243@gmail.com,54.35,37,2010.95
41446,Jennifer,Jackson,Jennifer.Jackson.6789@gmail.com,43.89,85,3730.65
88964,Jennifer,Williams,Jennifer.Williams.5526@gmail.com,27.41,50,1370.5
231094,Ann,Chen,Ann.Chen.3401@gmail.com,58.6,88,5156.8
97447,Sam,Chen,Sam.Chen.4913@gmail.com,81.41,43,3500.63
18894,Jennifer,Lee,Jennifer.Lee.7659@gmail.com,44.84,54,2421.36
82979,George,Jackson,George.Jackson.9276@gmail.com,70.66,22,1554.52
95058,George,Lee,George.Lee.6333@gmail.com,13.26,1,13.26
88119,Sam,Jackson,Sam.Jackson.9222@gmail.com,58.61,24,1406.64
610668,Jennifer,Williams,Jennifer.Williams.1699@gmail.com,77.52,100,7752
27152,Ann,Lee,Ann.Lee.2801@gmail.com,23.53,33,776.49
45940,George,Lee,George.Lee.346@gmail.com,10.17,88,894.96
99159,Ann,Chen,Ann.Chen.8965@gmail.com,91.84,68,6245.12
70651,George,Peterson,George.Peterson.6215@gmail.com,42.49,61,2591.89
43815,George,Williams,George.Williams.8036@gmail.com,51.45,90,4630.5
102171,Jennifer,Williams,Jennifer.Williams.4877@gmail.com,1.95,47,91.65
55234,Matt,Lee,Matt.Lee.7629@gmail.com,85.4,47,4013.8
02004,Ann,Williams,Ann.Williams.7479@gmail.com,4.29,54,231.66
52068,Sam,Lee,Sam.Lee.3316@gmail.com,15.81,96,1517.76
14707,Matt,Williams,Matt.Williams.1257@gmail.com,57.49,84,4829.16
431033,Ann,Lee,Ann.Lee.5138@gmail.com,31.86,4,127.44
85691,Jennifer,Jackson,Jennifer.Jackson.9355@gmail.com,45,43,1935
65672,Sam,Jackson,Sam.Jackson.1018@gmail.com,6.52,97,632.44
72481,George,Peterson,George.Peterson.3711@gmail.com,70.09,33,2312.97
09622,George,Williams,George.Williams.5577@gmail.com,82.72,89,7362.08
87425,George,Williams,George.Williams.1497@gmail.com,76.96,13,1000.48
75053,Sam,Chen,Sam.Chen.6559@gmail.com,0.7,13,9.1
19035,Matt,Peterson,Matt.Peterson.1788@gmail.com,21.72,86,1867.92
30825,Jennifer,Jackson,Jennifer.Jackson.7764@gmail.com,40.67,35,1423.45
71878,George,Chen,George.Chen.5342@gmail.com,29.39,58,1704.62
18977,Matt,Peterson,Matt.Peterson.1263@gmail.com,13.9,39,542.1
069100,Ann,Lee,Ann.Lee.9180@gmail.com,32.1,98,3145.8
101565,Matt,Chen,Matt.Chen.9254@gmail.com,22.79,83,1891.57
44648,Jennifer,Jackson,Jennifer.Jackson.6803@gmail.com,42.76,25,1069
451018,Matt,Peterson,Matt.Peterson.6830@gmail.com,48.16,21,1011.36
77798,Matt,Jackson,Matt.Jackson.6856@gmail.com,13.49,15,202.35
13499,Jennifer,Jackson,Jennifer.Jackson.3311@gmail.com,4.8,95,456
18709,Matt,Peterson,Matt.Peterson.6317@gmail.com,77.02,64,4929.28
78092,Matt,Williams,Matt.Williams.7631@gmail.com,79.24,61,4833.64
67523,Jennifer,Jackson,Jennifer.Jackson.421@gmail.com,15.75,95,1496.25
29425,Ann,Jackson,Ann.Jackson.5016@gmail.com,32.05,53,1698.65
92463,Matt,Lee,Matt.Lee.3584@gmail.com,87.57,49,4290.93
16275,George,Jackson,George.Jackson.856@gmail.com,62.06,36,2234.16
63274,George,Lee,George.Lee.5735@gmail.com,64.65,39,2521.35
12721,Matt,Williams,Matt.Williams.5189@gmail.com,0.63,100,63
07680,Sam,Williams,Sam.Williams.6258@gmail.com,4.04,81,327.24
251076,Sam,Chen,Sam.Chen.7460@gmail.com,24.82,18,446.76
15914,Matt,Jackson,Matt.Jackson.2656@gmail.com,63.09,44,2775.96
24605,Matt,Chen,Matt.Chen.8812@gmail.com,31.16,84,2617.44
44228,George,Chen,George.Chen.6800@gmail.com,10.42,28,291.76
24073,Jennifer,Jackson,Jennifer.Jackson.958@gmail.com,73.43,77,5654.11
42874,George,Chen,George.Chen.6457@gmail.com,48.06,88,4229.28
37398,Ann,Lee,Ann.Lee.643@gmail.com,99.68,31,3090.08
81158,Jennifer,Williams,Jennifer.Williams.7186@gmail.com,32.67,81,2646.27
14736,Jennifer,Lee,Jennifer.Lee.1071@gmail.com,61.1,37,2260.7
24492,George,Jackson,George.Jackson.3076@gmail.com,29.37,52,1527.24
11995,Matt,Williams,Matt.Williams.1690@gmail.com,46.52,93,4326.36
11918,Jennifer,Jackson,Jennifer.Jackson.9241@gmail.com,26.99,35,944.65
1051069,Sam,Lee,Sam.Lee.3658@gmail.com,96.82,92,8907.44
61385,Ann,Lee,Ann.Lee.6784@gmail.com,93.51,39,3646.89
61792,Ann,Peterson,Ann.Peterson.8816@gmail.com,22.13,61,1349.93
28791,Jennifer,Williams,Jennifer.Williams.5243@gmail.com,6.55,26,170.3
62539,Jennifer,Chen,Jennifer.Chen.1435@gmail.com,98.91,72,7121.52
96751,Sam,Williams,Sam.Williams.4970@gmail.com,66.08,16,1057.28
101799,George,Lee,George.Lee.3601@gmail.com,23.99,40,959.6
65575,George,Jackson,George.Jackson.2284@gmail.com,51.77,83,4296.91
30369,Ann,Peterson,Ann.Peterson.125@gmail.com,84.41,61,5149.01
301060,Sam,Chen,Sam.Chen.2189@gmail.com,55.64,51,2837.64
31298,Ann,Lee,Ann.Lee.286@gmail.com,69.54,18,1251.72
894310,George,Jackson,George.Jackson.7230@gmail.com,52.13,39,2033.07
87733,Jennifer,Williams,Jennifer.Williams.8714@gmail.com,38.83,36,1397.88
77143,Matt,Chen,Matt.Chen.3042@gmail.com,20.22,12,242.64
41432,George,Peterson,George.Peterson.4480@gmail.com,65.81,21,1382.01
87974,Matt,Williams,Matt.Williams.2979@gmail.com,50.77,69,3503.13
17506,Sam,Peterson,Sam.Peterson.639@gmail.com,37.52,14,525.28
175109,Sam,Lee,Sam.Lee.2786@gmail.com,92.63,47,4353.61
85874,Ann,Williams,Ann.Williams.5555@gmail.com,33.01,60,1980.6
866109,Jennifer,Lee,Jennifer.Lee.3258@gmail.com,8.11,62,502.82
19804,George,Chen,George.Chen.3348@gmail.com,67.79,39,2643.81
48112,Matt,Chen,Matt.Chen.3023@gmail.com,0.82,72,59.04
45269,Matt,Williams,Matt.Williams.9406@gmail.com,33.44,74,2474.56
11195,Matt,Peterson,Matt.Peterson.8566@gmail.com,98.99,38,3761.62
308810,Jennifer,Jackson,Jennifer.Jackson.6311@gmail.com,98.73,5,493.65
92836,George,Jackson,George.Jackson.9597@gmail.com,18.29,32,585.28
58970,Matt,Chen,Matt.Chen.5225@gmail.com,59.02,86,5075.72
22677,Matt,Jackson,Matt.Jackson.2651@gmail.com,13.14,93,1222.02
610535,George,Williams,George.Williams.8046@gmail.com,19.01,42,798.42
13184,Jennifer,Peterson,Jennifer.Peterson.1276@gmail.com,77.36,68,5260.48
25348,Jennifer,Williams,Jennifer.Williams.5421@gmail.com,15.28,9,137.52
212810,Ann,Lee,Ann.Lee.6094@gmail.com,24.68,33,814.44
66065,Matt,Lee,Matt.Lee.2791@gmail.com,74.22,53,3933.66
80698,George,Lee,George.Lee.332@gmail.com,59.14,83,4908.62
75519,Jennifer,Peterson,Jennifer.Peterson.493@gmail.com,58.52,21,1228.92
33914,Ann,Williams,Ann.Williams.7931@gmail.com,74.84,60,4490.4
23372,Ann,Chen,Ann.Chen.9896@gmail.com,54.75,22,1204.5
40489,Matt,Chen,Matt.Chen.5375@gmail.com,17.45,62,1081.9
16613,Jennifer,Lee,Jennifer.Lee.2597@gmail.com,66.73,47,3136.31
35485,George,Williams,George.Williams.2503@gmail.com,68.58,98,6720.84
551023,George,Williams,George.Williams.1419@gmail.com,57.37,54,3097.98
76672,Jennifer,Lee,Jennifer.Lee.3745@gmail.com,68.4,27,1846.8
26198,George,Peterson,George.Peterson.5997@gmail.com,98.33,75,7374.75
109761,Matt,Chen,Matt.Chen.838@gmail.com,4.78,57,272.46
26489,Jennifer,Lee,Jennifer.Lee.144@gmail.com,20.28,51,1034.28
65854,Sam,Chen,Sam.Chen.2806@gmail.com,57.8,18,1040.4
62733,Jennifer,Jackson,Jennifer.Jackson.8813@gmail.com,13.1,2,26.2
138105,Ann,Lee,Ann.Lee.3011@gmail.com,92.69,61,5654.09
28288,Jennifer,Lee,Jennifer.Lee.8291@gmail.com,18.07,18,325.26
40194,Matt,Jackson,Matt.Jackson.2498@gmail.com,74.48,84,6256.32
